problem_title,python_solutions
maximum ice cream bars,"class Solution:
    def maxIceCream(self, costs: List[int], coins: int) -> int:
        result=0
        costs.sort()
        for i in costs:
            if coins<i:
                break
            result+=1
            coins-=i
        return result"
single threaded cpu,"class Solution:
    def getOrder(self, tasks: List[List[int]]) -> List[int]:
        dic=defaultdict(list)
        
        for i in range(len(tasks)):
            dic[tasks[i][0]].append((tasks[i][1],i))
        
        
        ans=[]
        keys=sorted(dic.keys())
        
        while keys:
            k=keys.pop(0)
            pq=dic[k]
            heapq.heapify(pq)
            time=k
            
            while pq:
                p_time,ind=heapq.heappop(pq)
                ans.append(ind)
                time+=p_time
                while keys:
                    if keys[0]>time:
                        break
                    for item in dic[keys.pop(0)]:
                        heapq.heappush(pq,item)
        return ans"
single threaded cpu,"class Solution:
    def getOrder(self, tasks: List[List[int]]) -> List[int]:
        heap = []
        available = []
        for i, (e, p) in enumerate(tasks):            
            heappush(heap, (e, p, i))

		e, p, i = heappop(heap)
        last = e + p
        res = [i]        
        while heap or available:            
            while heap and heap[0][0] <= last:
                e, p, i = heappop(heap)
                heappush(available, (p, i, e))
                
            if not available:
                e, p, i = heappop(heap)
                heappush(available, (p, i, e))
                
            p, i, e = heappop(available)
            res.append(i)
            last = max(p + e, last + p)
            
        return res"
find xor sum of all pairs bitwise and,"class Solution:
    #example 1 
    #result =[(1&amp;6)^(1&amp;5)^(2&amp;6)^(2&amp;5)^(3&amp;6)^(3&amp;5)]
                \     /     \    /      \     /
    #           (1&amp;(6^5)) ^ (2&amp;(6^5)) ^ (3&amp;(6^5))   
                   \            |           /
                    \           |          /
                     \          |         /
                      \         |        /
    #                  ((1^2^3) &amp; (6^5))
    def getXORSum(self, a, b):
        x = 0 
        for i in range(len(a)):
            x = x ^ a[i]
        y = 0 
        for j in range(len(b)):
            y = y ^ b[j]
        return x &amp; y"
find xor sum of all pairs bitwise and,"class Solution:
    def getXORSum(self, arr1: List[int], arr2: List[int]) -> int:
        '''
        1. According to the hints, XORSum = (XORSum of arr1) bitwise AND (XORSum of arr2)
        2. Calculate the XOR Sums of arr1 and arr2 separately and store them in separate variables
        3. Perform bitwise AND on those XOR Sums
        '''
        
        xor1 = arr1[0]                      #at first store the first element as the XOR sum of arr1
        xor2 = arr2[0]                      #at first store the first element as the XOR sum of arr2
        
        if len(arr1)>=2:
            for i in range(1,len(arr1)):    
                xor1^=arr1[i]               #iteratively XOR with the next element
            
        if len(arr2)>=2:
            for i in range(1,len(arr2)):
                xor2^=arr2[i]               #iteratively XOR with the next element
                
        return xor1&amp;xor2                    #bitwise AND of XORSum of arr1 and XORSum of arr2"
sum of digits in base k,"class Solution:
    def sumBase(self, n: int, k: int) -> int:
        ans = 0
        while n: 
            n, x = divmod(n, k)
            ans += x
        return ans"
sum of digits in base k,"class Solution:
    def sumBase(self, n: int, k: int) -> int:
        output_sum = 0
        while (n > 0) :
            rem = n % k
            output_sum = output_sum + rem 
            n = int(n / k)
        return output_sum"
frequency of the most frequent element,"class Solution:
    def maxFrequency(self, nums: List[int], k: int) -> int:
        nums.sort()
        n = len(nums)
        sum_s_w = nums[0]
        fin = 1
        i=0
        for j in range(1,n):
            sum_s_w+=nums[j]
            mx = nums[j]
            while sum_s_w+k<mx*(j-i+1):
                sum_s_w -= nums[i]
                i += 1
            fin = max(fin,j-i+1)
        return fin"
frequency of the most frequent element,"class Solution:
    def maxFrequency(self, nums: List[int], k: int) -> int:
        nums.sort()
        
        prefix = [0]
        for x in nums: prefix.append(prefix[-1] + x)
        
        ans = 0 
        for i in reversed(range(len(nums))): 
            lo, hi = 0, i
            while lo < hi: 
                mid = lo + hi >> 1
                if nums[i] * (i - mid) + prefix[mid] - prefix[i] <= k: hi = mid
                else: lo = mid + 1
            ans = max(ans, i - lo + 1)
        return ans"
longest substring of all vowels in order,"class Solution:
    def longestBeautifulSubstring(self, word: str) -> int:
        vowels = ""aeiou""
        ans = 0
        cnt = prev = -1 
        for i, x in enumerate(word): 
            curr = vowels.index(x)
            if cnt >= 0: # in the middle of counting 
                if 0 <= curr - prev <= 1: 
                    cnt += 1
                    if x == ""u"": ans = max(ans, cnt)
                elif x == ""a"": cnt = 1
                else: cnt = -1 
            elif x == ""a"": cnt = 1
            prev = curr 
        return ans"
longest substring of all vowels in order,"class Solution:
    def longestBeautifulSubstring(self, word: str) -> int:
        ans = 0
        cnt = unique = 1
        for i in range(1, len(word)): 
            if word[i-1] <= word[i]: 
                cnt += 1
                if word[i-1] < word[i]: unique += 1
            else: cnt = unique = 1
            if unique == 5: ans = max(ans, cnt)
        return ans"
maximum building height,"class Solution:
    def maxBuilding(self, n: int, restrictions: List[List[int]]) -> int:
        restrictions.extend([[1, 0], [n, n-1]])
        restrictions.sort()
        
        for i in reversed(range(len(restrictions)-1)): 
            restrictions[i][1] = min(restrictions[i][1], restrictions[i+1][1] + restrictions[i+1][0] - restrictions[i][0])
        
        ans = 0 
        for i in range(1, len(restrictions)): 
            restrictions[i][1] = min(restrictions[i][1], restrictions[i-1][1] + restrictions[i][0] - restrictions[i-1][0])
            ans = max(ans, (restrictions[i-1][1] + restrictions[i][0] - restrictions[i-1][0] + restrictions[i][1])//2)
        return ans"
maximum building height,"class Solution:
    def maxBuilding(self, n: int, restrictions: List[List[int]]) -> int:
        if not restrictions:
            return n - 1
        restrictions.append([1, 0])  # Add the restriction for the initial position
        restrictions.sort(key=lambda x: x[1] + x[0])  # Sort by increasing i + h
        idx = 0  # The index in the restrictions array
        max_height = 0
        while idx < len(restrictions):
            pos, h = restrictions[idx]
            idx += 1
            while idx < len(restrictions) and restrictions[idx][1] - restrictions[idx][0] >= h - pos:
				# skip the next restriction if it is ""above"" the line starting from the current one
                idx += 1
            if idx == len(restrictions):
				# Handles the last restriction: fill the line until the last position at n
                max_height = max(max_height, h + n - pos)
                break
            next_pos, next_h = restrictions[idx]
			# A bit of maths gives us the formula for the maximum height between two consecutive
			# restrictions
            max_height = max(max_height, (h + next_h + next_pos - pos) // 2)
        return max_height"
replace all digits with characters,"class Solution:
    def replaceDigits(self, s: str) -> str:

        ans = """"

        def shift(char, num):
            return chr(ord(char) + int(num))

        for index in range(len(s)):
            ans += shift(s[index-1], s[index]) if index % 2 else s[index]

        return ans"
replace all digits with characters,"class Solution:
    def replaceDigits(self, s: str) -> str:
        return ''.join(chr(ord(s[i-1]) + int(s[i])) if s[i].isdigit() else s[i] for i in range(len(s)))"
maximum element after decreasing and rearranging,"class Solution:
    def maximumElementAfterDecrementingAndRearranging(self, arr: List[int]) -> int:
		counter = collections.Counter(arr)
        available = sum(n > len(arr) for n in arr)
        i = ans = len(arr)
        while i > 0:
            # This number is not in arr
            if not counter[i]:
                # Use another number to fill in its place. If we cannot, we have to decrease our max
                if available: available -= 1               
                else: ans -= 1
            # Other occurences can be used for future.
            else:
                available += counter[i] - 1
            i -= 1
        return ans"
maximum element after decreasing and rearranging,"class Solution:
    def maximumElementAfterDecrementingAndRearranging(self, arr: List[int]) -> int:
        
        arr.sort()
        arr[0] = 1
        for i in range(1,len(arr)):
            arr[i] = min(arr[i-1]+1,arr[i])
        
        return max(arr)"
closest room,"class Solution:
    def closestRoom(self, rooms: List[List[int]], queries: List[List[int]]) -> List[int]:
        ans = [0] * len(queries)
        
        # sort queries to handle largest size queries first
        q = deque(sorted([(size, room, i) for i, (room, size) in enumerate(queries)], key=lambda a: (-a[0], a[1], a[2])))

        # sort rooms by descending size
        rooms = deque(sorted(rooms, key=lambda x: -x[1]))

        # current available room ids
        cands = []
        
        
        while q:
            size, room, i = q.popleft()
            # add room ids to candidates as long as top of room size meet the requirements
            while rooms and rooms[0][1] >= size:
                bisect.insort(cands, rooms.popleft()[0])
                    
            # if no room size available, return -1
            if not cands: ans[i] = -1
                
            # else use bisect to find optimal room ids
            else:
                loc = bisect.bisect_left(cands, room)
                if loc == 0: ans[i] = cands[loc]
                elif loc == len(cands): ans[i] = cands[-1]
                else: ans[i] = cands[loc - 1] if room - cands[loc - 1] <= cands[loc] - room else cands[loc]
        
        return ans"
minimum distance to the target element,"class Solution:
    def getMinDistance(self, nums: List[int], target: int, start: int) -> int:
        ans = inf
        for i, x in enumerate(nums): 
            if x == target: 
                ans = min(ans, abs(i - start))
        return ans"
minimum distance to the target element,"class Solution:
    def getMinDistance(self, nums: List[int], target: int, start: int) -> int:
        if nums[start] == target:return 0
        i, j = start-1, start+1
        while j < len(nums) or i > -1:
            if i > -1:
                if nums[i] == target:
                    return start-i
                i -= 1
            if j < len(nums):
                if nums[j] == target:
                    return j-start
                j += 1"
splitting a string into descending consecutive values,"class Solution:
    def splitString(self, s: str) -> bool:
        
        """"""
        Time = O(2^N)
        Space = O(N) space from stack
        
        """"""
        def dfs(index: int, last: int) -> bool:
            if index == len(s):
                return True
            
			# j: [index, len(s)-1]
            for j in range(index, len(s)):
				# cur: [index, index] ~ [index, len(s)-1]
                cur = int(s[index:j + 1])
				# last: [...,index-1]
				# cur: [index+1, j]
				# last = cur -> next: [j+1,...)
				# DFS condition: cur = last - 1 &amp;&amp; dfs(j+1, cur) == true
                if cur == last - 1 and dfs(j + 1, cur):
                    return True
            return False
        
        for i in range(len(s) - 1):
            last = int(s[:i+1])
            if dfs(i + 1, last):
                return True
        return False"
splitting a string into descending consecutive values,"class Solution:
    def splitString(self, s: str) -> bool:
        s = str(int(s))
        def check(l):
            if len(l)<2:
                return False 
            #print(l)
            for i in range(len(l)-1):
                if int(l[i])!=int(l[i+1])+1:
                    return False
            return True
        
        def backtrack(start,t,s):
            if start==len(s):
                if check(t):
                    return True
            for i in range(start,len(s)):
                if len(s[start:i+1])>1 and len(s[i+1:])>1 and int(s[start:i+1])<int(s[i+1:i+len(s[start:i+1])]):
                    continue
                if len(t)>1 and int(t[-1])<int(s[start:i+1]):
                    return
                t.append(s[start:i+1])
                if backtrack(i+1,t,s):
                    return True
                t.pop()
                
            return False    
        return backtrack(0,[],s)"
minimum adjacent swaps to reach the kth smallest number,"class Solution:
    def getMinSwaps(self, num: str, k: int) -> int:
        num = list(num)
        orig = num.copy()
        
        for _ in range(k): 
            for i in reversed(range(len(num)-1)): 
                if num[i] < num[i+1]: 
                    ii = i+1 
                    while ii < len(num) and num[i] < num[ii]: ii += 1
                    num[i], num[ii-1] = num[ii-1], num[i]
                    lo, hi = i+1, len(num)-1
                    while lo < hi: 
                        num[lo], num[hi] = num[hi], num[lo]
                        lo += 1
                        hi -= 1
                    break 
        
        ans = 0
        for i in range(len(num)): 
            ii = i
            while orig[i] != num[i]: 
                ans += 1
                ii += 1
                num[i], num[ii] = num[ii], num[i]
        return ans"
minimum adjacent swaps to reach the kth smallest number,"class Solution:
    def getMinSwaps(self, num: str, k: int) -> int:
        def next_permutation(nums):
            small = len(nums) - 2
            while small >= 0 and nums[small] >= nums[small+1]: small -= 1 # find last place there is an increase
            if small == -1: nums.reverse()                                # mono-decrease
            else:
                next_larger = small+1
                for i in range(len(nums)-1, small, -1):
                    # find smallest number larger than `nums[small]` from right side of `small`, 
                    #   if there are same value, take the most right one
                    if nums[small] < nums[i]: next_larger = i; break
                nums[small], nums[next_larger] = nums[next_larger], nums[small]
                start = small+1
                nums[start:] = nums[start:][::-1]
            return nums

        origin, num = list(num), list(num)
        for _ in range(k):                    # O(n*k)
            num = next_permutation(num)
        ans, n = 0, len(origin)
        for i in range(n):                    # O(n*n)
            j = num.index(origin[i], i)
            ans += j - i
            num[i:j+1] = [num[j]] + num[i:j]
        return ans"
minimum interval to include each query,"class Solution:
def minInterval(self, intervals: List[List[int]], queries: List[int]) -> List[int]:
    
    intervals.sort(key = lambda x:x[1]-x[0])
    q = sorted([qu,i] for i,qu in enumerate(queries))
    res=[-1]*len(queries)
	
    for left,right in intervals:
        ind = bisect.bisect(q,[left])
        while ind<len(q) and q[ind][0]<=right:
            res[q.pop(ind)[1]]=right-left+1
    return res"
minimum interval to include each query,"class Solution:
    def minInterval(self, intervals: List[List[int]], queries: List[int]) -> List[int]:
	
        queries_asc = sorted((q, i) for i, q in enumerate(queries))
        intervals.sort()
        
        i, num_intervals = 0, len(intervals)
        size_heap = [] # (size, left)
        
        for pos, qnum in queries_asc:
            
            while i < num_intervals:
                left, right = intervals[i]
                if left > pos:
                    break
                heapq.heappush(size_heap, (right - left + 1, left))
                i += 1
            
            while size_heap:
                size, left = size_heap[0]
                right = left + size - 1
                if right >= pos:
                    break
                heapq.heappop(size_heap)
                   
            queries[qnum] = size_heap[0][0] if size_heap else -1
        
        return queries"
maximum population year,"class Solution:
    def maximumPopulation(self, logs: List[List[int]]) -> int:
        # the timespan 1950-2050 covers 101 years
		delta = [0] * 101

		# to make explicit the conversion from the year (1950 + i) to the ith index
        conversionDiff = 1950 
		
        for l in logs:
			# the log's first entry, birth, increases the population by 1
            delta[l[0] - conversionDiff] += 1 
			
			# the log's second entry, death, decreases the population by 1
            delta[l[1] - conversionDiff] -= 1
        
        runningSum = 0
        maxPop = 0
        year = 1950
		
		# find the year with the greatest population
        for i, d in enumerate(delta):
            runningSum += d
			
			# since we want the first year this population was reached, only update if strictly greater than the previous maximum population
            if runningSum > maxPop:
                maxPop = runningSum
                year = conversionDiff + i
				
        return year"
maximum population year,"class Solution:
    def maximumPopulation(self, logs: List[List[int]]) -> int:
        vals = []
        for x, y in logs: 
            vals.append((x, 1))
            vals.append((y, -1))
        ans = prefix = most = 0
        for x, k in sorted(vals): 
            prefix += k
            if prefix > most: 
                ans = x
                most = prefix 
        return ans"
maximum distance between a pair of values,"class Solution:
    def maxDistance(self, nums1: List[int], nums2: List[int]) -> int:
        length1, length2 = len(nums1), len(nums2)
        i,j = 0,0
        
        result = 0
        while i < length1 and j < length2:
            if nums1[i] > nums2[j]:
                i+=1
            else:
                result = max(result,j-i)
                j+=1
            
        return result"
maximum distance between a pair of values,"class Solution:
    def maxDistance(self, nums1: List[int], nums2: List[int]) -> int:
        max_diff = 0
        i = 0
        j = 0
        while i<len(nums1) and j <len(nums2):
            if i <= j:
                if nums1[i] <= nums2[j]:
                    max_diff=max(max_diff,j-i)
                    j += 1
                else:
                    i += 1
            else:
                j += 1
        return max_diff"
maximum subarray min product,"class Solution:
    def maxSumMinProduct(self, nums: List[int]) -> int:
        prefix = [0]
        for x in nums: prefix.append(prefix[-1] + x)
        
        ans = 0 
        stack = []
        for i, x in enumerate(nums + [-inf]): # append ""-inf"" to force flush all elements
            while stack and stack[-1][1] >= x: 
                _, xx = stack.pop()
                ii = stack[-1][0] if stack else -1 
                ans = max(ans, xx*(prefix[i] - prefix[ii+1]))
            stack.append((i, x))
        return ans % 1_000_000_007"
maximum subarray min product,"class Solution:
    def maxSumMinProduct(self, nums: List[int]) -> int:
        mod=int(1e9+7)
        stack=[] # (index, prefix sum at index)
        rsum=0
        res=0
        
        nums.append(0)
        
        for i, v in enumerate(nums):
            while stack and nums[stack[-1][0]] >= v:
                index, _ = stack.pop()
				
				# if the stack is empty, the subarray sum is the current prefixsum
                arrSum=rsum
                
                if stack:
                    arrSum=rsum-stack[-1][1]
                
				# update res with subarray sum
                res=max(res, nums[index]*arrSum)
                
            rsum+=v
            stack.append((i, rsum))
        
        return res%mod"
largest color value in a directed graph,"class Solution(object):
    def largestPathValue(self, colors, edges):
        n=len(colors)
        graph=defaultdict(list)
        indegree=defaultdict(int)
        
        for u,v in edges:
            graph[u].append(v)
            indegree[v]+=1
        
        queue=[]    
        dp=[[0]*26 for _ in range(n)]
        colorvalues=[ord(c)-ord(""a"") for c in colors]
        for u in range(n):
            if u not in indegree:
                queue.append(u)
                dp[u][colorvalues[u]]=1
            
        visited=0
        while queue:
            u=queue.pop()
            visited+=1

            for v in graph[u]:
                for c in range(26):
                    dp[v][c]=max(dp[v][c],dp[u][c] + (c==colorvalues[v]))
                indegree[v]-=1
                if indegree[v]==0:
                    queue.append(v)
                    del indegree[v]
        if visited<n:
            return -1
        return max(max(x) for x in dp)
		```"
largest color value in a directed graph,"class Solution:
    def largestPathValue(self, colors: str, edges: List[List[int]]) -> int:
        graph = {}
        indeg = [0] * len(colors)
        for u, v in edges: 
            indeg[v] += 1
            graph.setdefault(u, []).append(v)
            
        # Kahn's algo
        roots = [x for x in range(len(colors)) if indeg[x] == 0]
        
        stack = roots.copy()
        nodes = []
        while stack: 
            x = stack.pop()
            nodes.append(x)
            for xx in graph.get(x, []):
                indeg[xx] -= 1
                if indeg[xx] == 0: stack.append(xx)
        if len(nodes) < len(colors): return -1 # cycle detected 
        
        @cache
        def fn(x): 
            """"""Return distribution of (maximized) colors at given node.""""""
            ans = [0]*26
            ans[ord(colors[x]) - 97] = 1
            for xx in graph.get(x, []): 
                val = fn(xx)
                for i in range(26): 
                    if i == ord(colors[x]) - 97: ans[i] = max(ans[i], 1 + val[i])
                    else: ans[i] = max(ans[i], val[i])
            return ans 
        
        ans = [0]*26 
        for root in roots: 
            val = fn(root)
            for i in range(26): ans[i] = max(ans[i], val[i])
        return max(ans)"
sorting the sentence,"class Solution:
    def sortSentence(self, s: str) -> str:
        arr = [i[-1] + i[:-1] for i in s.split()]
        
        arr.sort()
        
        ans = """"
        for i in arr:
            ans += i[1:] + ' '
        
        return ans[:-1]"
sorting the sentence,"class Solution:
    def sortSentence(self, s: str) -> str:
		# split the string and sort the words based upon the last letter
        word_list = sorted(s.split(), key = lambda word: word[-1], reverse = False)
        return "" "".join([word[:-1] for word in word_list])  # join the words, after removing the last letter ie., digit"
incremental memory leak,"class Solution:
    def memLeak(self, memory1: int, memory2: int) -> List[int]:
        i = 1
        while max(memory1, memory2) >= i:
            if memory1 >= memory2:
                memory1 -= i
            else:
                memory2 -= i
            i += 1
        return [i, memory1, memory2]"
incremental memory leak,"class Solution:
    def memLeak(self, m1: int, m2: int) -> List[int]:
        res = [1,m1,m2]
        while 1:
            if res[2] > res[1]:
                mx = 2
            else:
                mx = 1
            if res[0] > res[mx]:
                return res
            else:
                res[mx] -= res[0]
            res[0]+=1"
rotating the box,"class Solution:
    def rotateTheBox(self, box: List[List[str]]) -> List[List[str]]:
        # move stones to right, row by row
        for i in range(len(box)):
            stone = 0
            for j in range(len(box[0])):
                if box[i][j] == '#': # if a stone
                    stone += 1
                    box[i][j] = '.'
                elif box[i][j] == '*': # if a obstacle
                    for m in range(stone):
                        box[i][j-m-1] = '#'
                    stone = 0
            # if reaches the end of j, but still have stone
            if stone != 0:
                for m in range(stone):
                        box[i][j-m] = '#'
        
        # rotate box, same as leetcode #48
        box[:]  = zip(*box[::-1])
        
        return box"
rotating the box,"class Solution:
    def rotateTheBox(self, box: List[List[str]]) -> List[List[str]]:
        R,C = len(box), len(box[0])
        new_box = [[0 for _ in range(R)] for _ in range(C)]
        
        for r in range(R):
            for c in range(C):
                new_box[c][~r] = box[r][c]   #(2,0) becomes (0,0)  if 2 is the last row.
				
        R,C = C,R
        for c in range(C):
            last = R - 1   # If we find a stone, we move it here
            for r in reversed(range(R)):  # iterate from bottom to top
                if new_box[r][c] == '*':   # if its a barrier, last is now above this barrier
                    last = r - 1
                elif new_box[r][c] == '.': # if its empty, we don't care
                    continue
                elif new_box[r][c] == '#': # we hit a stone. Where do we move it? To last of course.
                    new_box[r][c] = '.'  # set current location to empty as stone is no longer here
                    new_box[last][c] = '#' # stone is now at last place.
                    last -= 1  # decrement last
        return new_box"
sum of floored pairs,"class Solution:
    def sumOfFlooredPairs(self, nums: List[int]) -> int:
        sumP = 0 #To store the value of Sum of floor values
        for i in nums: #Traverse every element in nums
            for j in nums: #Traverse every element in nums
                sumP += (j//i) #Simply do floor division and add the number to sumP
        return sumP % (10**9 +7)#return the sumof the pairs"
sum of floored pairs,"class Solution:
    def sumOfFlooredPairs(self, nums: List[int]) -> int:
        maxi = max(nums) + 1
        dic = {}
        prefix=[0]*maxi
        for i in nums:
            if i in dic:
                dic[i] += 1
            else:
                dic[i] = 1
        #print(dic)
        for i in range(1,maxi):
            if i not in dic:
                prefix[i] = prefix[i-1]
            else:
                prefix[i] = prefix[i-1]+dic[i]
        #print(prefix,dic)
        sumP = 0
        for i in set(nums):
            for j in range(i,maxi,i):
                sumP += dic[i]*(prefix[-1]-prefix[j-1])
				#print(sumP,end = "" "")
        return sumP % (10**9 +7)"
sum of all subset xor totals,"class Solution:
    def subsetXORSum(self, nums: List[int]) -> int:
        ans = 0
        for mask in range(1 << len(nums)): 
            val = 0
            for i in range(len(nums)): 
                if mask &amp; 1 << i: val ^= nums[i]
            ans += val
        return ans"
sum of all subset xor totals,"class Solution:
    def subsetXORSum(self, nums: List[int]) -> int:
        ans = 0 
        for x in nums: 
            ans |= x 
        return ans * 2 ** (len(nums)-1)"
minimum number of swaps to make the binary string alternating,"class Solution:
    def minSwaps(self, s: str) -> int:
        ones = s.count(""1"")
        zeros = len(s) - ones 
        if abs(ones - zeros) > 1: return -1 # impossible
        
        def fn(x): 
            """"""Return number of swaps if string starts with x.""""""
            ans = 0 
            for c in s: 
                if c != x: ans += 1
                x = ""1"" if x == ""0"" else ""0""
            return ans//2
        
        if ones > zeros: return fn(""1"")
        elif ones < zeros: return fn(""0"")
        else: return min(fn(""0""), fn(""1""))"
minimum number of swaps to make the binary string alternating,"class Solution:
    def minSwaps(self, s: str) -> int:
        ans = n = len(s)
        zero, one = 0, 0
        for c in s:                                    # count number of 0 &amp; 1s
            if c == '0':
                zero += 1
            else:
                one += 1
        if abs(zero - one) > 1: return -1              # not possible when cnt differ over 1  
        if zero >= one:                                # '010101....' 
            s1 = '01' * (n // 2)                       # when zero == one
            s1 += '0' if n % 2 else ''                 # when zero > one 
            cnt = sum(c1 != c for c1, c in zip(s1, s))
            ans = cnt // 2
        if zero <= one:                                # '101010....'
            s2 = '10' * (n // 2)                       # when zero == one
            s2 += '1' if n % 2 else ''                 # when one > zero 
            cnt = sum(c2 != c for c2, c in zip(s2, s))
            ans = min(ans, cnt // 2)
        return ans"
number of ways to rearrange sticks with k sticks visible,"class Solution:
    def rearrangeSticks(self, n: int, k: int) -> int:
        
        @cache 
        def fn(n, k): 
            """"""Return number of ways to rearrange n sticks to that k are visible.""""""
            if n == k: return 1
            if k == 0: return 0
            return ((n-1)*fn(n-1, k) + fn(n-1, k-1)) % 1_000_000_007
        
        return fn(n, k)"
longer contiguous segments of ones than zeros,"class Solution:
    def checkZeroOnes(self, s: str) -> bool:
        zero_in=temp=0
        for i in s:
            if i==""0"":
                temp+=1
                if temp>zero_in:
                    zero_in=temp
            else:
                temp=0
        # Longest contiguous 0 in s is zero_in    
        return ""1""*(zero_in+1) in s #return boolean value"
longer contiguous segments of ones than zeros,"class Solution:
    def checkZeroOnes(self, s: str) -> bool:
        count0 = count1 = max0 = max1 = 0
        for c in s:
            if c == '0':
                count1 = 0
                count0 += 1
                max0 = max(max0, count0)
            else:
                count0 = 0
                count1 += 1
                max1 = max(max1, count1)
        return (max1 > max0)"
minimum speed to arrive on time,"class Solution:
    def minSpeedOnTime(self, dist: List[int], hour: float) -> int:
		# the speed upper is either the longest train ride: max(dist),
		# or the last train ride divide by 0.01: ceil(dist[-1] / 0.01).
		# notice: ""hour will have at most two digits after the decimal point""
        upper = max(max(dist), ceil(dist[-1] / 0.01))
        # 
		# the function to calcute total time consumed
        total = lambda speed: sum(map(lambda x: ceil(x / speed), dist[:-1])) + (dist[-1] / speed)
		# the case of impossible to arrive office on time
        if total(upper) > hour:
            return -1
        # 
		# binary search: find the mimimal among ""all"" feasible answers
        left, right = 1, upper
        while left < right:            
            mid = left + (right - left) // 2
            if total(mid) > hour:
                left = mid + 1 # should be larger
            else:
                right = mid # should explore a smaller one
        return right"
minimum speed to arrive on time,"class Solution:
    def minSpeedOnTime(self, dist: List[int], hour: float) -> int:
	
		# helper returns required time to reach the office given a speed
        def getRequiredTime(speed):
            time = sum([ceil(d/speed) for d in dist[:-1]])
            time += dist[-1]/speed
			
            return time
        
        dec = hour % 1 or 1 # decimal part of the `hour`
        lo, hi = 1, ceil( max(dist) / dec ) # min and max speed
		
        res = -1
    
        while lo <= hi:
            mid = (lo + hi) // 2
            
            time = getRequiredTime(mid)
            if time == hour:
                return mid
            
            if time < hour:
                res = mid
                hi = mid - 1
            else:
                lo = mid + 1
            
        return res"
jump game vii,"class Solution:
    def canReach(self, s: str, minJump: int, maxJump: int) -> bool:
        prefix = [0, 1]
        for i in range(1, len(s)): 
            prefix.append(prefix[-1])
            lo = max(0, i-maxJump)
            hi = max(0, i-minJump+1)
            if s[i] == ""0"" and prefix[hi] - prefix[lo] > 0: prefix[-1] += 1
        return prefix[-1] > prefix[-2]"
jump game vii,"class Solution:
    def canReach(self, s: str, minJump: int, maxJump: int) -> bool:
        queue, lo = [0], 0
        for x in queue: 
            if x == len(s)-1: return True 
            for xx in range(max(lo+1, x+minJump), min(x+maxJump+1, len(s))): 
                if s[xx] == ""0"": queue.append(xx)
            lo = max(lo, x + maxJump)
        return False"
stone game viii,"class Solution:
    def stoneGameVIII(self, s: List[int]) -> int:
        s, res = list(accumulate(s)), 0
        for i in range(len(s) - 1, 0, -1):
            res = s[i] if i == len(s) - 1 else max(res, s[i] - res)
        return res"
stone game viii,"class Solution:
    def stoneGameVIII(self, stones: List[int]) -> int:        
        s = sum(stones)  
        dp = s
        for i in range(len(stones)-2, 0, -1):
            s -= stones[i+1]
            dp = max(dp, s - dp)    
        return dp"
substrings of size three with distinct characters,"class Solution:
    def countGoodSubstrings(self, s: str) -> int:
        count=0
        for i in range(len(s)-2):
            if(s[i]!=s[i+1] and s[i]!=s[i+2] and s[i+1]!=s[i+2]):
                count+=1
        return count"
substrings of size three with distinct characters,"class Solution:
    def countGoodSubstrings(self, s: str) -> int:
        k = 3
        if k > len(s):
            return 0
        
        letter_frequency = {}
        count, windowStart = 0, 0
        for windowEnd in range(len(s)):
            if s[windowEnd] not in letter_frequency:
                letter_frequency[s[windowEnd]] = 0
            letter_frequency[s[windowEnd]] += 1
            
            if windowEnd >= k - 1:
                if len(letter_frequency) == k:
                    count+=1
                letter_frequency[s[windowStart]] -= 1
                if letter_frequency[s[windowStart]] ==0:
                    del letter_frequency[s[windowStart]]
                windowStart += 1
        return count"
minimize maximum pair sum in array,"class Solution:
    def minPairSum(self, nums: List[int]) -> int:
        pair_sum = []
        nums.sort()
        for i in range(len(nums)//2):
            pair_sum.append(nums[i]+nums[len(nums)-i-1])
        return max(pair_sum)"
minimize maximum pair sum in array,"class Solution:
    def minPairSum(self, nums: List[int]) -> int:
        
        nums.sort()
        i = 0
        j = len(nums) - 1
        
        res = 0
        
        while i < j:
            res = max(res, nums[i] + nums[j])
            i += 1
            j -= 1
        
        
        return res"
get biggest three rhombus sums in a grid,"class Solution:
def getBiggestThree(self, grid: List[List[int]]) -> List[int]:
    
    def calc(l,r,u,d):
        sc=0
        c1=c2=(l+r)//2
        expand=True
        for row in range(u,d+1):
            if c1==c2:
                sc+=grid[row][c1]
            else:
                sc+=grid[row][c1]+grid[row][c2]
            
            if c1==l:
                expand=False
            
            if expand:
                c1-=1
                c2+=1
            else:
                c1+=1
                c2-=1
        return sc
        
    
    m=len(grid)
    n=len(grid[0])
    heap=[]
    for i in range(m):
        for j in range(n):
            l=r=j
            d=i
            while l>=0 and r<=n-1 and d<=m-1:
                sc=calc(l,r,i,d)
                l-=1
                r+=1
                d+=2
                if len(heap)<3:
                    if sc not in heap:
                        heapq.heappush(heap,sc)
                else:
                    if sc not in heap and sc>heap[0]:
                        heapq.heappop(heap)
                        heapq.heappush(heap,sc)
    
    heap.sort(reverse=True)
    return heap"
